Date,Close,High,Low,Open,Volume
2025-03-25,1484.141845703125,1500.4387205990486,1475.8144809373293,1495.9170110927087,1767438
2025-03-26,1484.6129150390625,1490.811320964937,1479.902848684243,1481.5702305725458,1432356
2025-03-27,1496.8590087890625,1505.572631086922,1482.1447668706212,1484.6128369109895,1795563
2025-03-28,1493.288818359375,1500.6271385272184,1484.6129129434378,1498.6772216554916,1622789
2025-03-31,1470.482666015625,1494.937292901619,1469.5972287670913,1489.3040721313378,2108494
2025-04-01,1465.79150390625,1478.8572233358234,1462.2023781585067,1473.3087513873943,1855644
2025-04-02,1459.197265625,1476.8883006360581,1455.8813608528326,1467.6565255313576,2167401
2025-04-03,1477.9056396484375,1494.0329006599227,1440.3475788324045,1441.2801626794967,3548050
2025-04-07,1413.0198974609375,1447.7330632768571,1377.2233933919272,1431.8695920924147,10195267
2025-04-08,1455.4105224609375,1455.4105224609375,1408.3098583036256,1425.2660974002579,7387649
2025-04-09,1451.68017578125,1466.5263142117576,1432.3783329535393,1436.589104699611,5563004
2025-04-10,1459.1785888671875,1464.8306686174801,1439.3963097411636,1461.0531861183526,3862021
2025-04-11,1478.0,1488.3527169043632,1455.410539602791,1488.3527169043632,3263423
2025-04-14,1461.9951171875,1475.192731861548,1461.5618278950733,1470.454377672659,2171144
2025-04-15,1467.6566162109375,1474.2507088383293,1455.4104441886382,1462.0045368160302,2148928
2025-04-16,1468.7589111328125,1484.6129534967529,1447.8744349774806,1462.00463440797,3115605
2025-04-17,1478.9609375,1485.084024183917,1460.1112414475458,1463.8887241242037,2384605
2025-04-18,1475.13623046875,1483.6709260393914,1465.7726735982812,1475.1928064620236,2029848
2025-04-21,1461.0626220703125,1474.7218148620723,1461.0626220703125,1474.7218148620723,1805703
2025-04-22,1458.990234375,1466.055334073371,1453.7242972723438,1460.1206043299965,1843214
2025-04-23,1462.0045166015625,1468.8058244480185,1455.4104240653442,1468.5986091377808,1866876
2025-04-24,1462.2401123046875,1470.1813348429487,1459.1597104837092,1462.0046089849411,1487181
2025-04-25,1460.1204833984375,1470.670985410771,1460.1204833984375,1466.8087542272478,1476490
2025-04-28,1460.1204833984375,1464.8305494739163,1456.9176154687423,1462.004509828629,1465972
2025-04-29,1454.468505859375,1462.5133360764833,1443.1832051517279,1460.120585545357,1892180
2025-04-30,1457.29443359375,1475.8144454711394,1456.6350703445187,1460.1110438879027,2575425
2025-05-06,1460.308837890625,1468.5986001679785,1454.7792249258434,1468.5986001679785,1830026
2025-05-07,1464.83056640625,1478.9607647960208,1460.3088569247839,1478.9607647960208,2746221
2025-05-08,1486.6759033203125,1500.4199600559612,1459.9604201363832,1462.946643671532,3348106
2025-05-09,1498.9127197265625,1504.8190463133385,1483.7180411408722,1487.4295182141502,2367190
2025-05-12,1511.460205078125,1525.053506381473,1504.0277070048332,1505.3371191741003,2473533
2025-05-13,1498.083740234375,1515.6240226162167,1493.1946315968246,1515.6240226162167,2125829
2025-05-14,1540.182373046875,1549.611935727459,1496.086788641183,1497.801202314079,3946012
2025-05-15,1537.375,1548.2834716595162,1529.9519312478337,1540.0032536737178,2473285
2025-05-16,1520.531982421875,1542.0663933674605,1520.531982421875,1539.2403533747297,2293522
2025-05-19,1487.4200439453125,1507.2211806041962,1482.6157994305067,1503.4531276526857,3806283
2025-05-20,1494.032958984375,1502.3227212730828,1483.7649919425442,1488.3808796943963,1952153
2025-05-21,1489.294677734375,1503.3965886543454,1489.294677734375,1493.0910187744773,1979464
2025-05-22,1488.380859375,1493.0814960543114,1479.0549056754837,1489.313443245767,1509024
2025-05-23,1481.4100341796875,1495.82288309823,1480.5245969086861,1483.6426010129983,2153700
2025-05-26,1460.591552734375,1483.3223371905344,1455.4104798288354,1478.9608112176516,2708653
2025-05-27,1454.374267578125,1468.2218162412219,1454.0068686146583,1461.062538599132,1775213
2025-05-28,1447.8743896484375,1456.785798346213,1444.1063365849413,1454.4590531775489,1626568
2025-05-29,1450.700439453125,1464.8306385387073,1443.1643332741476,1450.700439453125,2185958
2025-05-30,1433.744140625,1455.410444983985,1427.3761219705764,1450.8417038023078,3123918
2025-06-03,1421.498046875,1430.9181797237409,1417.748852399898,1420.5654629223231,2897918
2025-06-04,1422.4022216796875,1434.6861106655742,1421.7051411076022,1422.9109456075835,2300809
2025-06-05,1426.2081298828125,1428.0921564744674,1415.0923269953053,1426.2081298828125,2321366
2025-06-06,1419.039306640625,1430.8897915375123,1415.8458680294807,1426.0196567905036,2502307
2025-06-09,1399.935302734375,1421.2153499389142,1399.5303014306987,1417.748805560544,4495867
2025-06-10,1389.47900390625,1405.4838001794546,1389.281217916755,1399.831720554068,3049220
2025-06-11,1394.1795654296875,1407.3677505080766,1390.5056908737668,1391.165169122795,3089282
2025-06-12,1374.3973388671875,1397.8252039163324,1369.7814509199143,1394.1796172196282,4990361
2025-06-13,1344.2059326171875,1365.891098798004,1342.4256285403426,1360.653564255435,5911325
2025-06-16,1339.816162109375,1342.4066987401661,1319.9302747171253,1319.949018390368,4288787
2025-06-17,1344.2529296875,1344.2529296875,1330.2923436910853,1337.6588368298878,2723151
2025-06-18,1342.368896484375,1359.7395658154237,1338.610272773567,1356.499095394737,3076099
2025-06-19,1343.3109130859375,1350.5361962104726,1335.0024067023965,1343.3109130859375,2450072
2025-06-20,1345.816650390625,1357.5729570763071,1337.8471402880075,1341.0311495980338,3481581
2025-06-23,1337.6588134765625,1349.9049857126156,1323.6982277238767,1337.6588134765625,2672331
2025-06-24,1353.8614501953125,1367.5018991853972,1340.8145891676193,1340.8145891676193,3631151
2025-06-25,1352.59912109375,1365.1655455557825,1338.1392408142212,1355.6606641330445,4105007
2025-06-26,1363.94580078125,1371.6300024757923,1354.417348469437,1359.1431747221611,3486025
2025-06-27,1347.7032470703125,1366.8273363068556,1347.7032470703125,1363.9553753879277,3824973
2025-06-30,1353.8795166015625,1357.4430276202593,1346.656348241606,1348.097136060695,3045730
2025-07-01,1349.6339111328125,1356.2038705538378,1347.9146507864007,1353.379982796695,1987819
2025-07-02,1353.956298828125,1358.9511002204142,1344.7352803560061,1353.860269758422,2621825
2025-07-03,1359.719482421875,1366.5295734234617,1352.4195141763596,1356.2616150689062,2441267
2025-07-04,1366.078125,1375.366445916313,1354.3501498010742,1359.8154819210886,2876691
2025-07-07,1355.0128173828125,1367.3075865226479,1354.350111292878,1366.135773949611,2385467
2025-07-08,1360.2093505859375,1363.9458077491906,1355.0128763330047,1355.0224909653011,1867370
2025-07-09,1362.8699951171875,1373.5221867129296,1358.3459589634588,1359.14315266575,2774532
2025-07-10,1370.189208984375,1379.4871445869799,1354.7247765884665,1362.9564260289496,3872503
2025-07-11,1370.6695556640625,1400.4458389335691,1366.981171470164,1366.981171470164,5724335
2025-07-14,1367.4036865234375,1378.334468271314,1365.4826360739098,1373.5510714122488,2778094
2025-07-15,1355.301025390625,1366.7601423483845,1352.7267663243347,1364.88704790138,3540578
2025-07-16,1355.3299560546875,1361.5349115777813,1354.292513755588,1354.3502015507008,2128605
2025-07-17,1360.4398193359375,1366.8369498844356,1357.1068250916953,1358.1633793425526,2310554
2025-07-18,1380.274658203125,1381.052739865347,1360.4686340468786,1363.945730444285,4182341
2025-07-21,1386.037841796875,1389.6878844001023,1378.3536403177516,1380.2650760555548,2620331
2025-07-22,1407.1502685546875,1408.706314776888,1383.809575221681,1386.9984674758582,4211898
2025-07-23,1417.2548828125,1435.9851235545154,1410.9633960728725,1411.0114692318282,4504484
2025-07-24,1432.6234130859375,1439.8273524745694,1416.774746430947,1417.7352716827647,3880364
2025-07-25,1397.564208984375,1432.5273507900458,1395.64315852529,1432.5273507900458,4191126
2025-07-28,1381.8692626953125,1397.5545975187024,1379.6024372186496,1395.6431616877107,3858632
2025-07-29,1382.19580078125,1391.5993802681658,1378.3633145080662,1382.7720924667635,2630408
2025-07-30,1392.2236328125,1399.638976697847,1380.2747552344604,1386.9984318431182,3186771
2025-07-31,1365.5499267578125,1387.83406488006,1362.0247570026622,1386.037887415262,5179751
2025-08-01,1361.064208984375,1369.6704772595544,1358.1826333831377,1365.7419620203189,2963559
2025-08-04,1362.9853515625,1363.753818675445,1358.1827252356413,1359.143250501013,1868795
2025-08-05,1371.3802490234375,1373.4933575772086,1361.1698613877177,1364.9063185114012,2534227
2025-08-06,1367.6727294921875,1372.590614196585,1363.2735659553807,1372.590614196585,2369928
2025-08-07,1366.2030029296875,1371.341789330058,1364.003479939646,1367.6726346348519,2800134
2025-08-08,1364.8775634765625,1370.1892963550117,1362.0248315677577,1366.8755310773035,1865528
2025-08-11,1387.958984375,1394.6730464833006,1366.8274289035467,1367.307691527898,4715907
2025-08-12,1380.313232421875,1407.2366658660972,1379.3142486488543,1391.801076805146,4201923
2025-08-13,1363.993896484375,1377.0858600278787,1363.9458233223445,1368.7484494608036,6552754
2025-08-14,1370.659912109375,1390.3699089276192,1364.8486874674606,1364.8486874674606,4812930
2025-08-15,1365.943603515625,1372.263934230652,1364.1570407539584,1369.7185190575196,4758165
2025-08-18,1372.1102294921875,1379.9289185837783,1366.9233700325847,1370.6598270798338,4737798
2025-08-19,1381.2352294921875,1389.5534105058111,1375.472078326017,1376.9128661175596,4637186
2025-08-20,1392.761474609375,1395.4509919437457,1373.5702007746697,1381.2351727505388,4580466
2025-08-21,1391.08056640625,1397.5544966205134,1386.662174109657,1396.0752503499452,3089057
2025-08-22,1406.1607666015625,1406.2088397603939,1387.737959621339,1391.6857039742442,4497058
2025-08-25,1431.49951171875,1436.9457319374094,1408.1299752809105,1411.9816908007917,6532455
2025-08-26,1423.123779296875,1435.2456030719884,1421.5869623712642,1431.4899165728477,3960213
2025-08-27,1390.840576171875,1426.3128256065288,1390.840576171875,1423.3831766635303,5600609
2025-08-28,1389.0155029296875,1398.6207551693667,1381.9748952485838,1390.811680408443,3928177
2025-08-29,1421.5772705078125,1424.055383268794,1394.6825653900971,1395.6430905728728,6225648
2025-09-01,1417.831298828125,1429.2615727595228,1407.841812772493,1423.690479405915,4512338
2025-09-02,1432.4312744140625,1449.432523514885,1419.6562423823725,1420.2902218433867,5668837
2025-09-03,1422.1055908203125,1444.1495966250534,1408.1299026620075,1432.1430319707047,4504503
2025-09-04,1414.527099609375,1420.9050011236575,1402.8182362374148,1413.8931201353842,4774676
2025-09-05,1424.4588623046875,1428.2721191834173,1406.2088836237779,1412.9325599799024,3738848
2025-09-08,1441.96923828125,1446.9735370910673,1419.1759938709113,1424.458882511378,5138298
2025-09-09,1445.5904541015625,1450.3450070333442,1434.46761427992,1445.5904541015625,3574277
2025-09-10,1461.928955078125,1469.555468812557,1436.9456854844595,1447.1849168491779,4966331
2025-09-11,1463.360107421875,1465.7806496286062,1448.9522297642916,1461.928934288017,3723896
2025-09-12,1456.15625,1477.3070343440315,1450.902205127525,1465.7615023087071,3372209
2025-09-15,1455.291748046875,1457.5778027773088,1442.228628409374,1456.0313712319587,2582703
2025-09-16,1440.7686767578125,1460.9493220749775,1437.147477727081,1455.2918141604644,3271789
2025-09-17,1434.0640869140625,1450.661990085845,1431.1921260196614,1440.7781485101757,3033054
2025-09-18,1410.0125732421875,1438.674730407266,1405.7286682547326,1433.1036371958053,4972125
2025-09-19,1410.022216796875,1417.2550000374201,1399.494897624468,1410.0414460620477,3263662
2025-09-22,1395.979248046875,1410.0221214999208,1392.771126773496,1407.255804289189,3494708
2025-09-23,1390.283447265625,1399.9654992108215,1383.1563079681528,1393.241822713754,3866300
2025-09-24,1385.0772705078125,1399.2738604083265,1377.460254454466,1377.460254454466,3074350
2025-09-25,1382.19580078125,1388.1606249166414,1379.3142251020674,1385.8745701877585,3386973
2025-09-26,1378.3536376953125,1389.9855835920116,1371.6395760458313,1384.2897349173495,4512071
2025-09-29,1403.19287109375,1411.9624711191286,1378.3537027574575,1382.5608079479246,5368403
2025-09-30,1386.9888916015625,1403.0969193296562,1383.156405109202,1402.3669107357189,3936362
2025-10-09,1380.0633544921875,1382.560696434282,1363.9457143192133,1379.3141167340775,5491812
2025-10-10,1373.551025390625,1383.0985895241058,1371.149712409173,1380.8509934039175,3600144
2025-10-13,1363.17724609375,1366.6831863418652,1359.258345691999,1359.8154080684678,4606880
2025-10-14,1393.7412109375,1406.2088085260605,1373.5413390516894,1373.5413390516894,6667233
2025-10-15,1404.2879638671875,1405.2484891502704,1388.0358338668411,1393.7029564873544,4278540
2025-10-16,1426.2935791015625,1426.3319203803899,1401.2910787511166,1404.2111130260932,4573015
2025-10-17,1397.564208984375,1429.2615415592784,1396.6325276521063,1424.554944484197,3808589
2025-10-20,1400.378662109375,1411.49188792135,1397.449013127638,1397.564271470272,2594988
2025-10-21,1404.53759765625,1411.9143655803189,1398.0444378810157,1401.4062761033335,2544267
2025-10-22,1401.1180419921875,1407.8705621905135,1398.524670890493,1404.3646218111048,1819492
2025-10-23,1410.03173828125,1410.8194345915974,1390.0719968536785,1397.5641401758835,2932235
2025-10-24,1392.761474609375,1420.5014457730383,1392.1274951766893,1410.002854239242,3822583
2025-10-27,1383.5501708984375,1395.15327339517,1379.3046071972667,1383.1563227260983,3710239
2025-10-28,1387.958984375,1393.914194016308,1384.212912454737,1385.0774086288927,2712433
2025-10-29,1375.3760986328125,1389.447816685708,1373.5895357773554,1383.1755588009655,3393711
2025-10-30,1370.419677734375,1379.9192857779356,1365.6843542862055,1365.6843542862055,4745610
2025-10-31,1373.5606689453125,1379.2949763253791,1364.0514458882071,1365.8668526106046,3569377
2025-11-03,1378.3536376953125,1390.8404650751306,1364.0417890173528,1374.5115369630607,3454766
2025-11-04,1372.5904541015625,1379.102842828938,1367.576540905062,1378.4496341292115,2656572
2025-11-05,1364.0225830078125,1374.5019457641358,1363.9553978345607,1369.6032906973226,3447527
2025-11-06,1378.4786376953125,1384.549105820997,1373.5415237291875,1373.5511383620328,3834782
2025-11-07,1376.7496337890625,1382.9450920899112,1374.617295844377,1378.4593968985644,1886139
2025-11-10,1404.5760498046875,1405.9110766540678,1378.3344356247817,1378.35366488908,4945154
2025-11-11,1401.3966064453125,1404.4607427041788,1389.8799190531897,1404.2877965831124,2669156
2025-11-12,1407.3135986328125,1420.0020997111826,1401.6080176561125,1402.3476408615752,3299210
2025-11-13,1412.3370361328125,1415.4106698457626,1400.445729568905,1404.4030886688433,3117923
2025-11-14,1399.1009521484375,1420.5686664467305,1398.81286494573,1411.972012996139,2747306
2025-11-17,1412.9326171875,1414.853667652745,1388.7178135936072,1396.60368823292,3446221
2025-11-18,1417.7352294921875,1427.4076668994355,1411.0115529295551,1412.644398908406,3420478
2025-11-19,1412.9422607421875,1421.1259546519045,1411.9336623266422,1415.8142218663868,2204537
2025-11-20,1409.1961669921875,1421.4813222992289,1407.1983167089481,1413.8931494733356,2400232
2025-11-21,1408.706298828125,1421.5773605428226,1398.524754696182,1412.4523707285275,4260720
2025-11-24,1394.6826171875,1412.9325963380252,1393.846964937514,1409.0904954642303,3360744
2025-11-25,1387.622802734375,1400.445791157822,1387.4787004989535,1400.445791157822,2844069
2025-11-26,1391.9451904296875,1396.1138371870554,1386.5949991226616,1391.6858298517534,2030616
2025-11-27,1390.168212890625,1392.7615841121187,1382.2342651072088,1392.2813214969076,2228689
2025-11-28,1393.2418212890625,1398.0444473534853,1386.0378821924282,1389.3997204375244,2321121
2025-12-01,1390.840576171875,1404.5472903892974,1385.0774246131518,1393.7221519512366,2733342
2025-12-02,1379.343017578125,1394.6057769267354,1378.3728777555039,1390.8404759690573,2504726
2025-12-03,1372.6866455078125,1379.2854494495734,1371.6300911568253,1379.1318498269131,2357279
2025-12-04,1367.7686767578125,1375.952370349047,1362.3897590046763,1372.686561168053,2907539
2025-12-05,1373.5606689453125,1376.5190443901754,1363.465539578589,1367.768673771703,2540166
2025-12-08,1362.236083984375,1379.9578450946785,1362.0247965709932,1372.7826324077196,3360280
2025-12-09,1345.7054443359375,1364.9063340534356,1344.7833776476632,1362.2456604407298,4263443
2025-12-10,1347.4248046875,1347.4248046875,1328.5793048524874,1344.7352872124304,3313347
2025-12-11,1356.251953125,1356.251953125,1346.2241264260397,1351.1323960748537,2238501
2025-12-12,1364.5701904296875,1368.7484517267408,1357.7695967653378,1362.0247751217673,3715919
2025-12-15,1369.708984375,1383.14672302531,1369.2959069334609,1382.7624894811931,3335879
2025-12-16,1365.8668212890625,1372.379210222937,1359.143144953603,1369.900980189694,2396367
2025-12-17,1376.5286865234375,1383.0986462798394,1361.7174624870897,1368.7484555945914,3138249
2025-12-18,1374.5115966796875,1382.080540141126,1369.814614260253,1376.9129097416717,1782995
2025-12-19,1377.4002685546875,1379.793575932054,1368.6181302829627,1377.4002685546875,2650868
2025-12-22,1375.700439453125,1381.444496122474,1374.059229298456,1377.4002003733206,2042565
2025-12-23,1375.3096923828125,1380.2625387086143,1364.8863441743085,1375.7004680704335,2450681
2025-12-24,1368.5106201171875,1373.8443444359652,1367.6314046503132,1372.5060241884773,2518669
2025-12-25,1381.473876953125,1386.661045658059,1368.979548618493,1372.515848026406,2338621
2025-12-26,1381.4346923828125,1386.3288685020616,1377.4001750434393,1381.4738057244408,1780299
2025-12-29,1369.585205078125,1381.434759446902,1368.6083254739324,1381.434759446902,2630810
2025-12-30,1357.589111328125,1369.487557520126,1353.9551477761247,1368.608342016126,3379194
2025-12-31,1345.339111328125,1361.7701738693952,1345.3293329922028,1357.8626554364844,3476563
